Car_Image,Name_and_model,Model_type,In_Game_Price,car_source,stock_specs,Stock_Rating,Drive_Type,speed,handling,acceleration,launch,braking,Offroad,Top_Speed,0-60_Mph,0-100_Mph,g-force,car_source_1,car_source_2,Horse_Power,Weight_lbs,Country,Engine,Engine_placement,Transmission,Weight_ratio,Bhp,Torque,Rarity
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_119.jpg?v=1,1957 Ferrari 250 Testa Rossa,CLASSIC RACERS,"16,400,000",Autoshow,B,691,RWD,6.3,4.4,4.5,4.2,2.9,4.5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,Forza Shop,300,"2,028",Italy,2.9L Twin-Turbocharged V8,Mid-Engined,5-speed Transmission, 47%/53%,395 bhp (295 kW), 366 lb⋅ft (496 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_517.jpg?v=1,1962 Ferrari 250 GTO,CLASSIC RACERS,"50,000,000",Barn,B,612,RWD,6.4,3.9,3.5,2.5,2.8,5.2,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,300,"2,299",Italy,3.0L Naturally-Aspirated V12,Front-Engined,4-speed Transmission, 52%/48%,300 bhp (224 kW), 223 lb⋅ft (302 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_121.jpg?v=1,1967 Ferrari #24 Ferrari Spa 330 P4,CLASSIC RACERS,"9,000,000",Wheelspin,A,780,RWD,7.2,5.1,6.3,5.9,4.2,4.4,info_not_found,info_not_found,info_not_found,info_not_found,Season Event,Festival Playlist,450,"2,271",Italy,4.0L Naturally-Aspirated V12,Mid-Engined,5-speed Transmission, 40%/60%,450 bhp (336 kW), 385 lb⋅ft (522 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_122.jpg?v=1,1968 Ferrari 365 GTB/4,RARE CLASSICS,"600,000",Autoshow,B,637,RWD,7,4.4,4.4,3.1,3,5.4,189.5 Mph,5.9s,12.0s,0.81 g,Wheelspin,info_not_found,405,"3,600",Italy,4.3L Naturally-Aspirated V8,Mid-Engined,6-speed Transmission, 43%/57%,503 bhp (375 kW), 346 lb⋅ft (469 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_123.jpg?v=1,1969 Ferrari Dino 246 GT,RARE CLASSICS,"425,000",Wheelspin,C,535,RWD,5.2,4.9,3.2,2,2.8,5.4,144.5 Mph,7.9s,21.5s,0.83 g,Season Event,Festival Playlist,195,"2,380",Italy,6.0L Naturally-Aspirated V12,Mid-Engined,6-speed Transmission, 44%/56%,650 bhp (485 kW), 485 lb⋅ft (658 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_124.jpg?v=1,1984 Ferrari 288 GTO,RETRO SUPERCARS,"3,500,000",Autoshow,A,750,RWD,7.4,5.6,5.6,3.1,4.2,4.7,202.9 Mph,5.0s,11.0s,1.08 g,Wheelspin,info_not_found,395,"2,822",Italy,3.0L Twin-Turbocharged Hybrid V6,Mid-Engined,8-speed Transmission, 41%/59%,818 bhp (610 kW), 664 lb⋅ft (900 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_125.jpg?v=1,1987 Ferrari F40,RETRO SUPERCARS,"1,200,000",Autoshow,A,784,RWD,7.3,6.5,6.3,2.6,5.3,5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,478,"2,980",Italy,2.9L Twin-Turbocharged V8,Mid-Engined,5-speed Transmission, 42%/58%,691 bhp (515 kW), 526 lb⋅ft (713 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_523.jpg?v=1,1989 Ferrari F40 Competizionne,EXTREME TRACK TOYS,"2,000,000",Barn,S2,947,RWD,8.3,10,6.6,1.7,8.5,4.4,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,691,"2,315",Italy,4.7L Naturally-Aspirated V12,Mid-Engined,6-speed Transmission, 42%/58%,513 bhp (383 kW), 347 lb⋅ft (470 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_126.jpg?v=1,1994 Ferrari F355 Berlinetta,RETRO SUPERCARS,"190,000",Autoshow,A,717,RWD,6.8,6.1,4.5,3.6,4.3,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,375,"3,196",Italy,2.9L Twin-Turbocharged V8,Mid-Engined,5-speed Transmission, 42%/58%,478 bhp (356 kW), 424 lb⋅ft (575 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_127.jpg?v=1,1995 Ferrari F50,RETRO SUPERCARS,"2,000,000",Autoshow,A,789,RWD,7.3,6.5,5.7,5,5.6,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,513,"2,976",Italy,4.7L Naturally-Aspirated V12,Mid-Engined,6-speed Transmission, 42%/58%,750 bhp (559 kW), 383 lb⋅ft (520 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_128.jpg?v=1,1996 Ferrari F50 GT,EXTREME TRACK TOYS,"2,000,000",Autoshow,S2,976,RWD,8.1,10,7,7.1,10,4.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,750,"2,002",Italy,3.9L Twin-Turbocharged V8,Mid-Engined,7-speed Transmission, 42%/58%,711 bhp (530 kW), 567 lb⋅ft (769 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_556.jpg?v=1,2002 Ferrari 575M Maranello,RETRO SUPERCARS,"250,000",Season Event,A,747,RWD,7.5,5.6,5.6,5.7,4.4,4.9,205.3 Mph,4.2s,9.6s,1.05 g,Festival Playlist,Forza Shop,508,"3,814",Italy,6.0L Naturally-Aspirated V12,Front-Engined,6-speed Transmission, 47%/53%,661 bhp (493 kW), 457 lb⋅ft (620 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_129.jpg?v=1,2002 Ferrari Enzo Ferrari,RETRO SUPERCARS,"2,800,000",Autoshow,S1,857,RWD,8.1,7.5,6.4,6.9,8.3,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,650,"3,263",Italy,6.3L Naturally-Aspirated V12,Front-Engined,7-speed Transmission, 46%/54%,769 bhp (573 kW), 519 lb⋅ft (704 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_130.jpg?v=1,2003 Ferrari 360 Challenge Stradale,RETRO SUPERCARS,"200,000",Wheelspin,A,773,RWD,7,6.8,6.1,5.6,6.6,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Accolade,info_not_found,409,"2,844",Italy,4.4L Naturally-Aspirated V12,Front-Engined,5-speed Transmission, 52%/48%,405 bhp (302 kW), 365 lb⋅ft (495 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_131.jpg?v=1,2005 Ferrari FXX,EXTREME TRACK TOYS,"2,500,000",Autoshow,S2,956,RWD,8.4,10,8.1,8.9,10,4.4,231.4 Mph,2.8s,5.3s,1.71 g,Wheelspin,info_not_found,789,"2,731",Italy,6.3L Naturally-Aspirated Hybrid V12HY-KERS unit,Mid-Engined,7-speed Transmission, 41%/59%,1036 bhp (773 kW), 664 lb⋅ft (900 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_132.jpg?v=1,2007 Ferrari 430 Scuderia,MODERN SUPERCARS,"300,000",Wheelspin,S1,810,RWD,7.6,6.9,6.2,6.4,6.9,4.3,info_not_found,info_not_found,info_not_found,info_not_found,Accolade,info_not_found,503,"3,150",Italy,4.5L Naturally-Aspirated V8,Mid-Engined,7-speed Transmission, 42%/58%,562 bhp (419 kW), 398 lb⋅ft (540 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_133.jpg?v=1,2009 Ferrari 458 Italia,MODERN SUPERCARS,"225,000",Autoshow,S1,823,RWD,7.9,7.2,6.3,6.8,6.9,4.1,219.9 Mph,3.0s,6.5s,1.02 g,Wheelspin,info_not_found,562,"3,274",Italy,4.5L Naturally-Aspirated V8,Mid-Engined,7-speed Transmission, 42%/58%,597 bhp (445 kW), 398 lb⋅ft (540 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_551.jpg?v=1,2010 Ferrari 599 GTO,SUPER GT,"350,000",Season Event,S1,828,RWD,7.9,7.4,6,6.3,7.2,4.5,217.4 Mph,3.4s,7.2s,1.04 g,Festival Playlist,Forza Shop,661,"3,538",Italy,6.0L Naturally-Aspirated V12,Front-Engined,6-speed Transmission, 47%/53%,691 bhp (515 kW), 479 lb⋅ft (650 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_134.jpg?v=1,2012 Ferrari 599XX Evolution,EXTREME TRACK TOYS,"2,600,000",Autoshow,S2,952,RWD,8,9.8,7.3,7.9,10,3.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,740,"3,038",Italy,6.5L Naturally-Aspirated V12,Front-Engined,7-speed Transmission, 47%/53%,788 bhp (588 kW), 529 lb⋅ft (717 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_136.jpg?v=1,2013 Ferrari 458 Speciale,TRACK TOYS,"340,000",Wheelspin,S1,865,RWD,7.7,8,6.9,7.5,7.9,3.7,info_not_found,info_not_found,info_not_found,info_not_found,Season Event,Festival Playlist,597,"3,075",Italy,3.9L Twin-Turbocharged V8,Mid-Engined,7-speed Transmission, 42%/58%,660 bhp (492 kW), 560 lb⋅ft (760 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_135.jpg?v=1,2013 Ferrari LaFerrari,HYPERCARS,"1,500,000",Car Collection,S2,934,RWD,9.4,9,7.2,7.9,9.6,4.4,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,963,"3,263",Italy,6.5L Naturally-Aspirated V12,Front-Engined,7-speed Transmission, 48%/52%,799 bhp (596 kW), 530 lb⋅ft (719 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_137.jpg?v=1,2014 Ferrari FXX K,EXTREME TRACK TOYS,"2,700,000",Autoshow,S2,979,RWD,8.1,10,8.1,9,10,3.6,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,"1,036","2,831",Italy,6.3L Naturally-Aspirated Hybrid V12HY-KERS unit,Mid-Engined,7-speed Transmission, 41%/59%,1036 bhp (773 kW), 663 lb⋅ft (899 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_138.jpg?v=1,2015 Ferrari 488 GTB,MODERN SUPERCARS,"290,000",Autoshow,S1,863,RWD,8.2,7.9,6.8,6.5,7.8,4.4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,Festival Playlist,660,"3,252",Italy,3.9L Twin-Turbocharged V8,Mid-Engined,7-speed Transmission, 42%/58%,711 bhp (530 kW), 567 lb⋅ft (769 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_139.jpg?v=1,2015 Ferrari F12tdf,SUPER GT,"500,000",Autoshow,S1,884,RWD,8.8,7.6,6.5,7,8.4,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,769,"3,351",Italy,3.5L Naturally-Aspirated V8,Mid-Engined,6-speed Transmission, 41%/59%,375 bhp (280 kW), 268 lb⋅ft (363 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_140.jpg?v=1,2017 Ferrari 812 Superfast,SUPER GT,"350,000",Autoshow,S1,878,RWD,7.9,7.5,6.2,6.6,7.6,4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,788,"3,594",Italy,3.9L Twin-Turbocharged V8,Front-Engined,7-speed Transmission, 47%/53%,554 bhp (413 kW), 556 lb⋅ft (754 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_141.jpg?v=1,2017 Ferrari GTC4Lusso,SUPER GT,"300,000",Wheelspin,S1,816,AWD,7.5,6.8,6.9,6.7,6.6,5.1,info_not_found,info_not_found,info_not_found,info_not_found,Accolade,info_not_found,680,"4,233",Italy,3.9L Twin-Turbocharged V8,Rear-Engined,7-speed Transmission, 42%/58%,681 bhp (508 kW), 560 lb⋅ft (759 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_542.jpg?v=1,2017 Ferrari J50,MODERN SUPERCARS,"2,500,000",Autoshow,S1,857,RWD,8.4,7.5,6.8,7.4,7.3,4.3,233.3 Mph,2.8s,5.6s,1.13 g,info_not_found,info_not_found,681,"3,362",Italy,6.3L Naturally-Aspirated Hybrid V12HY-KERS unit,Mid-Engined,7-speed Transmission, 41%/59%,949 bhp (708 kW), 663 lb⋅ft (900 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_548.jpg?v=1,2018 Ferrari FXX-K Evo,EXTREME TRACK TOYS,0,Autoshow,S2,998,RWD,8.1,10,8.3,9.1,10,4,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,"1,036","2,800",Italy,6.3L Naturally-Aspirated V12,Front-Engined,7-speed Transmission, 47%/53%,680 bhp (507 kW), 514 lb⋅ft (697 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_142.jpg?v=1,2018 Ferrari Portofino,SUPER GT,"215,000",Autoshow,S1,814,RWD,7.8,6.5,6.3,6.8,6.8,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,591,"3,669",Italy,3.9L Twin-Turbocharged V8,Front-Engined,8-speed Transmission, 50%/50%,612 bhp (456 kW), 561 lb⋅ft (760 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_143.jpg?v=1,2019 Ferrari 488 Pista,TRACK TOYS,"320,000",Autoshow,S1,889,RWD,7.6,8.2,7,7.6,8.4,4.2,210.5 Mph,2.3s,4.9s,1.27 g,Wheelspin,info_not_found,711,"3,053",Italy,4.9L Naturally-Aspirated V12,Mid-Engined,5-speed Transmission, 42%/58%,421 bhp (314 kW), 360 lb⋅ft (488 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_543.jpg?v=1,2019 Ferrari Monza SP2,SUPER GT,"2,000,000",Autoshow,S1,867,RWD,8.6,7.3,6.1,6.6,7.1,3.7,237.3 Mph,3.0s,5.5s,1.13 g,info_not_found,info_not_found,799,"3,503",Italy,3.9L Twin-Turbocharged V8,Front-Engined,7-speed Transmission, 46%/54%,591 bhp (441 kW), 560 lb⋅ft (759 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_144.jpg?v=1,1932 Ford De Luxe Five-Window Coupe,RODS AND CUSTOMS,"35,000",Autoshow,D,126,RWD,3.2,3.9,1.9,2.8,1.8,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,65,"2,398",United States of America,2.0L Turbocharged I4,Front-Engined,5-speed Transmission, 56%/44%,224 bhp (167 kW), 224 lb⋅ft (304 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_514.jpg?v=1,1932 Ford De Luxe Five-Window Coupe Forza Edition,UNLIMITED BUGGIES,0,Other,A,800,info_not_found,6.6,2.9,5.8,6.3,5.8,8.8,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,603,"2,094",United States of America,2.0L Turbocharged I4,Front-Engined,5-speed Transmission, 56%/44%,224 bhp (167 kW), 224 lb⋅ft (304 N·m),Forza Edition
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_145.jpg?v=1,1940 Ford De Luxe Coupe,RODS AND CUSTOMS,"44,000",Autoshow,D,130,RWD,3.2,3.6,2.1,2.2,1.8,6.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,85,"2,970",United States of America,3.6L Naturally-Aspirated V8,Front-Engined,3-speed Transmission, 54%/46%,65 bhp (48 kW), 130 lb⋅ft (176 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_146.jpg?v=1,1956 Ford F-100,RODS AND CUSTOMS,"36,000",Barn,D,302,RWD,3.8,2.7,3.1,3,2.1,6.9,106.0 Mph,14.9s,40.0s,0.71 g,info_not_found,info_not_found,173,"3,325",United States of America,3.5L Twin-Turbocharged V6,Front-Engined,10-speed Transmission, 57%/43%,450 bhp (336 kW), 510 lb⋅ft (691 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_147.jpg?v=1,1959 Ford Anglia 105E,CULT CARS,"20,000",Autoshow,D,100,RWD,2.6,4.1,1.6,2.6,2,6.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,39,"1,676",United States of America,4.9L Naturally-Aspirated V8,Front-Engined,3-speed Transmission, 55%/45%,205 bhp (153 kW), 300 lb⋅ft (407 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_148.jpg?v=1,1964 Ford GT40 Mk I,CLASSIC RACERS,"11,000,000",Car Collection,A,754,RWD,6.9,5.2,4.6,3.7,4,4.8,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,390,"2,222",United States of America,2.0L Naturally-Aspirated I4,Mid-Engined,5-speed Transmission, 44%/56%,200 bhp (149 kW), 155 lb⋅ft (210 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_149.jpg?v=1,1965 Ford Mustang GT Coupe,CLASSIC MUSCLE,"46,000",Autoshow,D,499,RWD,5.1,3.6,3.3,3.2,2.3,5.4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,271,"2,562",United States of America,7.0L Naturally-Aspirated V8,Front-Engined,4-speed Transmission, 60%/40%,376 bhp (280 kW), 450 lb⋅ft (610 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_150.jpg?v=1,1965 Ford Transit,VANS AND UTILITY,"25,000",Autoshow,D,100,RWD,2.5,4.2,1.3,1.8,1.8,6.3,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,73,"3,527",United States of America,3.2L Turbocharged I5,Front-Engined,6-speed Transmission, 60%/40%,198 bhp (148 kW), 346 lb⋅ft (469 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_151.jpg?v=1,1966 Ford #2 GT40 Mk II,CLASSIC RACERS,"11,000,000",Autoshow,A,771,RWD,7.5,5,4.3,3.5,3.8,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,485,"2,682",United States of America,2.0L Naturally-Aspirated I4,Front-Engined,5-speed Transmission, 50%/50%,255 bhp (190 kW), 175 lb⋅ft (237 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_152.jpg?v=1,1966 Ford Lotus Cortina,CLASSIC RACERS,"50,000",Autoshow,D,389,RWD,4,3.9,3.5,2.6,2.3,5.3,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,115,"2,060",United States of America,1.6L Turbocharged I4,Front-Engined,6-speed Transmission, 53%/47%,375 bhp (280 kW), 332 lb⋅ft (450 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_153.jpg?v=1,1967 Ford Racing Escort MK1,CLASSIC RALLY,"500,000",Barn,B,636,RWD,4.5,4.8,4.6,3.5,4.1,7.3,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,200,"2,116",United States of America,1.7L Naturally-Aspirated I4,Front-Engined,5-speed Transmission, 59%/41%,153 bhp (114 kW), 119 lb⋅ft (161 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_154.jpg?v=1,1968 Ford Mustang GT 2+2 Fastback,CLASSIC MUSCLE,"50,000",Barn,D,498,RWD,5.7,3.9,3.4,3.3,2.3,5.5,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,325,"3,548",United States of America,6.4L Naturally-Aspirated V8,Front-Engined,4-speed Transmission, 57%/43%,325 bhp (242 kW), 427 lb⋅ft (579 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_155.jpg?v=1,1969 Ford Mustang Boss 302,CLASSIC MUSCLE,"230,000",Autoshow,C,581,RWD,5.5,4.4,3.2,2.3,3,5.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,290,"3,250",United States of America,5.0L Naturally-Aspirated V8,Front-Engined,6-speed Transmission, 53%/47%,460 bhp (343 kW), 420 lb⋅ft (569 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_156.jpg?v=1,1970 Ford GT70,CLASSIC RALLY,"150,000",Autoshow,B,671,RWD,5.1,5.5,4.2,3.1,3.4,7.3,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,200,"1,680",United States of America,1.6L Naturally-Aspirated I4,Front-Engined,4-speed Transmission, 52%/48%,115 bhp (86 kW), 108 lb⋅ft (146 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_564.jpg?v=1,1971 Ford Mustang Mach 1 1971,CLASSIC MUSCLE,"250,000",This info will be available soon,C,546,RWD,4.8,3.8,3.4,3.2,2.5,5.2,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,376,"3,710",United States of America,7x Electric Motors,Mid-Engined,1-speed Transmission, 48%/52%,1400 bhp (1044 kW), 1832 lb⋅ft (2484 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_157.jpg?v=1,1972 Ford Falcon XA GT-HO,CLASSIC MUSCLE,"80,000",Autoshow,B,624,RWD,6.3,4.2,4,3.3,2.9,5.4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,Accolade,410,"3,461",United States of America,1.6L Turbocharged I4,Front-Engined,6-speed Transmission, 61%/39%,197 bhp (147 kW), 202 lb⋅ft (274 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_158.jpg?v=1,1973 Ford Capri RS3100,CLASSIC SPORTS CARS,"55,000",Autoshow,D,497,RWD,4.8,4.1,3.8,3.3,2.5,5.2,130.5 Mph,7.3s,20.8s,0.81 g,Wheelspin,info_not_found,148,"2,315",United States of America,4.6L Naturally-Aspirated V8,Front-Engined,4-speed Transmission, 55%/45%,250 bhp (186 kW), 297 lb⋅ft (403 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_159.jpg?v=1,1973 Ford Escort RS1600,CLASSIC RALLY,"73,000",Autoshow,D,476,RWD,4.2,4.1,3.7,2.7,2.9,5.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,113,"1,918",United States of America,1.8L Naturally-Aspirated I4,Front-Engined,4-speed Transmission, 54%/46%,115 bhp (86 kW), 126 lb⋅ft (171 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_160.jpg?v=1,1975 Ford Bronco,PICK-UP & 4X4'S,"38,000",Autoshow,D,421,AWD,4.3,3,3.5,2.8,2.1,8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,205,"3,545",United States of America,2.7L Twin-Turbocharged V6,Front-Engined,10-speed Transmission, 55%/45%,310 bhp (231 kW), 400 lb⋅ft (542 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_161.jpg?v=1,1977 Ford #5 Escort RS1800 MkII,CLASSIC RALLY,"300,000",Autoshow,B,662,RWD,4.4,4.5,5,5.3,3.8,7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,Forza Shop,255,"2,161",United States of America,7.5L Naturally-Aspirated V8,Front-Engined,3-speed Transmission, 60%/40%,850 bhp (634 kW), 690 lb⋅ft (936 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_162.jpg?v=1,1977 Ford Escort RS1800,CLASSIC RALLY,"88,000",Autoshow,D,477,RWD,4.2,4.2,3.6,3,2.8,6,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,115,"1,986",United States of America,4.5L Naturally-Aspirated V8,Front-Engined,4-speed Transmission, 58%/42%,173 bhp (129 kW), 260 lb⋅ft (353 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_163.jpg?v=1,1981 Ford Fiesta XR2,RETRO HOT HATCH,"25,000",Wheelspin,D,369,FWD,3.8,4.4,3.1,2.4,2.5,5.1,info_not_found,info_not_found,info_not_found,info_not_found,Season Event,Festival Playlist,84,"1,852",United States of America,2.0L Turbocharged I4,Front-Engined,5-speed Transmission, 63%/37%,212 bhp (158 kW), 228 lb⋅ft (309 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_164.jpg?v=1,1985 Ford RS200 Evolution,RALLY MONSTERS,"260,000",Autoshow,S1,808,AWD,5.4,5.7,6.9,2.3,5,7.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,506,"2,464",United States of America,5.2L Naturally-Aspirated V8,Front-Engined,6-speed Transmission, 53%/47%,526 bhp (392 kW), 429 lb⋅ft (582 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_165.jpg?v=1,1986 Ford Escort RS Turbo,RETRO HOT HATCH,"25,000",Autoshow,C,516,FWD,4.5,4.2,3.8,3.7,2.8,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,130,"2,154",United States of America,1.6L Naturally-Aspirated I4,Front-Engined,4-speed Transmission, 54%/46%,113 bhp (84 kW), 110 lb⋅ft (149 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_166.jpg?v=1,1987 Ford Sierra Cosworth RS500,RETRO SALOONS,"66,000",Autoshow,B,604,RWD,5.6,4.8,4.3,3.3,3.4,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,224,"2,734",United States of America,3.9L Naturally-Aspirated V8,Front-Engined,3-speed Transmission, 52%/48%,100 bhp (75 kW), 180 lb⋅ft (244 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_167.jpg?v=1,1992 Ford Escort RS Cosworth,RETRO RALLY,"66,000",Autoshow,C,565,AWD,5.2,4.8,4.3,2.8,3.1,5.2,142.9 Mph,6.2s,17.4s,0.89 g,Wheelspin,info_not_found,224,"2,811",United States of America,1.6L Turbocharged I4,Front-Engined,5-speed Transmission, 61%/39%,130 bhp (97 kW), 133 lb⋅ft (180 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_168.jpg?v=1,1993 Ford SVT Cobra R,RETRO MUSCLE,"28,000",Autoshow,C,539,RWD,5.3,4.5,3.7,2.9,2.9,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,235,"3,125",United States of America,4.9L Naturally-Aspirated V8,Front-Engined,5-speed Transmission, 57%/43%,235 bhp (175 kW), 280 lb⋅ft (380 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_169.jpg?v=1,1994 Ford Supervan 3,TRACK TOYS,"500,000",Autoshow,S1,820,RWD,5.2,8,7.4,5.5,7.9,4.6,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,295,"1,962",United States of America,4.9L Naturally-Aspirated V8,Front-Engined,5-speed Transmission, 57%/43%,235 bhp (175 kW), 280 lb⋅ft (380 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_170.jpg?v=1,1999 Ford Racing Puma,RETRO RALLY,"20,000",Autoshow,C,514,FWD,4.9,4.6,3.5,2.7,3.3,5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,153,"2,588",United States of America,2.0L Twin-Turbocharged I4,Front-Engined,10-speed Transmission, 57%/43%,211 bhp (157 kW), 368 lb⋅ft (499 N·m),Epic
